"Американские сенаторы потребовали ужесточения санкций в отношении России ",http://lenta.ru/news/2015/02/20/harder/,"
    Американские сенаторы, в числе которых республиканец Джон Маккейн, направили госсекретарю США Джону Керри письмо с требованием ужесточить международные санкции в отношении России «за поддержку сепаратистов на Украине». Как заявили сенаторы, также необходимо немедленно начать поставку вооружения на Украину. 
  ","Fri, 20 Feb 2015 22:57:00 +0300"
"Кудрин допустил краткосрочное падение цены на нефть до 20 долларов ",http://lenta.ru/news/2015/02/20/kudrin/,"
    Бывший министр финансов России, глава «Комитета гражданских инициатив» Алексей Кудрин заявил во время пресс-конференции в Махачкале, что допускает краткосрочное падение цены на нефть до 20 долларов за баррель. При этом он подчеркнул, что нынешнее возвращение к отметке в 60 долларов еще не гарантирует дальнейшего повышения. 
  ","Fri, 20 Feb 2015 22:06:00 +0300"
"В России предложили ввести униформу для учителей",http://lenta.ru/news/2015/02/20/uniform/,"
    В России может быть введена форменная одежда для преподавателей общеобразовательных школ, заявляют производители школьной формы. По словам главы российского объединения производителей школьной одежды «Союзформа», с такой инициативой выступили три субъекта Федерации — Брянская, Воронежская и Тамбовская области. 
  ","Fri, 20 Feb 2015 22:04:46 +0300"
"На Украине 413 крымских прокуроров заподозрили в госизмене",http://lenta.ru/news/2015/02/20/ukrain/,"
    Генпрокуратура Украины начала уголовное производство в отношении бывших сотрудников прокуратуры Крыма, которые после присоединения республики к России «перешли на работу в незаконно созданное ведомство». Более 400 человек подозреваются в государственной измене. Им грозит до 15 лет лишения свободы.
  ","Fri, 20 Feb 2015 21:43:00 +0300"
"Патриарх Кирилл призвал строить миропорядок на христианских ценностях",http://lenta.ru/news/2015/02/20/patriarsh/,"
    Патриарх Московский и всея Руси Кирилл считает, что справедливый миропорядок невозможен без опоры на христианские ценности. Выступая на церемонии вручения ежегодной премии Международного фонда единства православных народов, патриарх  указал на нетерпимость и провокационность, исходящие от секулярного мира.
  ","Fri, 20 Feb 2015 21:31:00 +0300"
"Толстых назвал работу Капелло в России бизнес-проектом родственников",http://lenta.ru/news/2015/02/20/project/,"
    Президент Российского футбольного союза Николай Толстых выразил предположение, что работа главного тренера сборной России Фабио Капелло является бизнес-проектом для группы близких к итальянцу лиц. Ранее сын специалиста обвинил РФС в махинациях при выплате долгов по зарплате.
  ","Fri, 20 Feb 2015 21:03:02 +0300"
"ЕС пригрозил России новыми санкциями",http://lenta.ru/news/2015/02/20/eu_new_sanctions/,"
    Глава Евросовета Дональд Туск заявил, что лидеры стран-членов ЕС обсуждают возможность введения новых санкций против России.  Туск добавил, что ЕС сделал все возможное, чтобы новые минские соглашения соблюдались. 20 февраля украинские власти обвинили Россию в том, что она продолжает посылать танки и солдат в Донбасс.
  ","Fri, 20 Feb 2015 21:03:00 +0300"
"Трое полицейских пострадали при пресечении массовой драки в Ростове-на-Дону",http://lenta.ru/news/2015/02/20/policeinjury/,"
    Трое сотрудников уголовного розыска получили травмы во время пресечения массовой драки в Ростове-на-Дону вечером 19 февраля. Несмотря на повреждения, полицейские задержали тринадцать человек. Возбуждено уголовное дело по статье «Применение насилия в отношении представителя власти». 
  ","Fri, 20 Feb 2015 20:59:00 +0300"
"У звезды НБА обнаружили тромб",http://lenta.ru/news/2015/02/20/bosh/,"
    Форвард клуба Национальной баскетбольной ассоциации «Майами» Крис Бош был госпитализирован с тромбоэболией легочной артерии. 30-летний спортсмен почувствовал боль в груди еще 15 февраля, но за это время она не уменьшилась. Закупорка легочной артерии влечет за собой внезапную смерть.
  ","Fri, 20 Feb 2015 20:57:23 +0300"
"Гуцериев ушел с поста президента «Русснефти»",http://lenta.ru/news/2015/02/20/russneft1/,"
    Михаил Гуцериев досрочно покинул должность президента «Русснефти». На его пост назначен старший вице-президент компании Олег Гордеев, работавший в должности старшего вице-президента с 2010 года. Ранее рейтинговое агентство Moody's понизило корпоративный семейный рейтинг «Русснефти» с «Ba3» до «B2».
  ","Fri, 20 Feb 2015 20:48:00 +0300"
"Советник Порошенко заявил о семикратном превосходстве ополченцев под Дебальцево",http://lenta.ru/news/2015/02/20/birukov/,"
    Советник президента Украины Юрий Бирюков заявил, что ополченцы обладали заметным численным преимуществом над группировкой силовиков под Дебальцево. «На нашу группировку в 2,5 тысячи человек были брошены 15-17 тысяч личного состава противника! Наши потери 180-200 человек, потери противника — 868», — сообщил он.
  ","Fri, 20 Feb 2015 20:39:00 +0300"
"Священная фига Обамы в Индии оказалась живой",http://lenta.ru/news/2015/02/20/ficus_religiosa/,"
    Священная фига, посаженная президентом США Бараком Обамой в Индии, жива. Об этом сообщил индийский правительственный садовод по фамилии Катьяр. Так чиновник прокомментировал слухи о том, что саженец, с которого облетели листья, завял. Он предсказал, что дерево даст побеги в течение десяти дней.
  ","Fri, 20 Feb 2015 20:14:00 +0300"
"Убивший судью футболист избежит пожизненного заключения",http://lenta.ru/news/2015/02/20/deadfootball/,"
    Американский футболист Бассель Саад, убивший судью во время матча, признал свою вину и получит от 8 до 15 лет тюремного заключения. Инцидент произошел в июне 2014 года в американском городе Ливония во время встречи мичиганской объединенной  лиги — игрок нанес смертельный удар арбитру за предъявленную красную карточку.
  ","Fri, 20 Feb 2015 19:48:00 +0300"
"Минкомсвязи отказалось от профстандартов для работников СМИ",http://lenta.ru/news/2015/02/20/profivsmi/,"
    Минкомсвязи отказалось от идеи профессиональных стандартов для работников СМИ. Замминистра Алексей Волин заявил, что издатели и главные редакторы способны сами разобраться, какие работники им подходят. Задумка ввести обязательные профстандарты ранее была встречена острой критикой со стороны медиасообщества.
  ","Fri, 20 Feb 2015 19:37:00 +0300"
"Путин заявил о готовности России дать ответ давлению извне",http://lenta.ru/news/2015/02/20/putin/,"
    Президент России Владимир Путин заявил, что Россия всегда найдет адекватный ответ на любое давление извне. «Ни у кого не должно быть иллюзий, что возможно добиться военного превосходства над Россией. Наши солдаты и офицеры доказали, что готовы действовать профессионально и мужественно», — сказал глава государства.
  ","Fri, 20 Feb 2015 19:34:00 +0300"
"В Москве признали авторов заявлений о Суркове достойными психлечебницы",http://lenta.ru/news/2015/02/20/mid2/,"
    В МИД России назвали бреднями, достойными психлечебницы, заявления о том, что помощник президента России Владислав Сурков причастен к расстрелу демонстрантов Евромайдана в Киеве. По словам представителя ведомства Александра Лукашевича, украинские спецслужбы ставят руководство страны в неловкое положение.
  ","Fri, 20 Feb 2015 19:30:00 +0300"
"В ответ на наступление нигерийской армии боевики «Боко Харам» убили 21 человека",http://lenta.ru/news/2015/02/20/boko_haram/,"
    В ответ на наступление нигерийской армии боевики «Боко Харам» убили 21 жителя деревень Гатамарва, Макалама и Лайхавул в Нигерии. По словам Маина Чибока, посетившего Гатамарву после атаки, боевики окружили рынок и начали стрельбу. Сколько человек погибло в каждом из населенных пунктов — неизвестно.
  ","Fri, 20 Feb 2015 19:29:00 +0300"
"Пятилетняя девочка спасла на пожаре брата и сестру",http://lenta.ru/news/2015/02/20/fire/,"
    Пятилетняя девочка спасла своих брата и сестру во время пожара в Воронежской области. «Когда вспыхнул пожар, пятилетний ребенок быстро сообразил, что нужно делать, и, как взрослая, эвакуировала детей», — рассказали в региональном управлении МЧС. В ведомстве рассматривают вопрос о награждении девочки.
  ","Fri, 20 Feb 2015 19:09:00 +0300"
"Срок бесплатной приватизации жилья продлили на год",http://lenta.ru/news/2015/02/20/housing/,"
    Госдума во втором и третьем чтении приняла закон о продлении бесплатной приватизации жилья на год — до 1 марта 2016 года. В первоначальном варианте авторы законопроекта из партии «Справедливая Россия» предлагали продлить бесплатную приватизацию до 2018 года, однако ко второму чтению в законопроект были внесены поправки.
  ","Fri, 20 Feb 2015 18:49:30 +0300"
"Режиссер «Звездных войн» признал правдивость слухов о сюжете",http://lenta.ru/news/2015/02/20/abrams/,"
    Режиссер Джей Джей Абрамс признал правдивость некоторых слухов о сюжете блокбастера «Звездные войны: Пробуждение Силы». Ранее появилась информация, что в седьмом эпизоде франшизы погибнет один из ключевых ее персонажей. По словам режиссера, впрочем, не все спойлеры, опубликованные в сети, правдивы.
  ","Fri, 20 Feb 2015 18:46:00 +0300"
"«Оскар» за вклад в кинематограф получила 20-летняя обезьяна",http://lenta.ru/news/2015/02/20/monkey/,"
    Обезьяна-капуцин Кристалл, которую называют «Анджелиной Джоли животного мира», получила почетную награду за заслуги в киноиндустрии — премию Pawscar (от слова paw — «лапа»). На церемонию вручения «Оскара» для животных Кристалл пришла в розовом платье и жемчужном ожерелье. 
  ","Fri, 20 Feb 2015 18:40:00 +0300"
"Schlumberger отложила сделку с российской EDC",http://lenta.ru/news/2015/02/20/schlumberger/,"
    Международная нефтесервисная компания Schlumberger откладывает сделку по приобретению 45,65 процента акций российской буровой компании Eurasia Drilling Company (EDC) до окончательного согласования с Федеральной антимонопольной службой России. Сумма сделки составит 1,7 миллиарда долларов.
  ","Fri, 20 Feb 2015 18:30:00 +0300"
"Российскому политологу запретили въезд в Молдавию",http://lenta.ru/news/2015/02/20/politolog/,"
    Директору Фонда национальной энергетической безопасности Константину Симонову запретили въезд в Молдавию сроком на пять лет без объяснения причин. Он ожидает отправки в Москву. «Фактически речь идет, конечно, о том, что российским экспертам просто уже запрещают выступать с открытыми лекциями», — сказал политолог.
  ","Fri, 20 Feb 2015 18:24:21 +0300"
"Ультрафиолет оказался опасным для кожи после пребывания под солнцем",http://lenta.ru/news/2015/02/20/uvsobad/,"
    Американские ученые выяснили, что ультрафиолетовое излучение продолжает разрушать ДНК кожи на протяжении многих часов после контакта с солнечными лучами. Из-за химического процесса («темный путь»), половину повреждений клетки кожи получают уже после отключения ультрафиолета.
  ","Fri, 20 Feb 2015 18:21:00 +0300"
"Госдума продлила дачную амнистию на три года",http://lenta.ru/news/2015/02/20/dacha/,"
    Госдума в трех чтениях приняла закон о продлении дачной амнистии на три года до 1 марта 2018 года. Данная норма позволит оформлять права на выделенные гражданам в 1992-1998 годах земельные участки с недвижимостью в упрощенном порядке. Ранее предполагалось, что дачная амнистия завершится 1 марта 2015 года.<br />
  ","Fri, 20 Feb 2015 18:20:00 +0300"
"Медведев рассказал Путину о поставках газа в Донбасс",http://lenta.ru/news/2015/02/20/gaz/,"
    Премьер-министр РФ Дмитрий Медведев заявил, что территории районов, расположенных в Донецкой и Луганской областях Украины, получают газ в необходимых для потребления объемах. Об этом он сообщил на совещании президента Владимира Путина с постоянными членами Совета безопасности. 
  ","Fri, 20 Feb 2015 18:03:00 +0300"
"В Ливии в результате взрывов погибли 45 человек",http://lenta.ru/news/2015/02/20/libya_blast/,"
    В результате трех терактов в ливийском городе Аль-Кубба погибли 45 человек, еще 70 получили ранения. Взрывчатка была заложена в автомобилях. Целями боевиков были здание полиции, заправочная станции и дом спикера ливийского парламента Акиля Салиха, расположенного в Тобруке. В стране объявлен 7-дневный траур.
  ","Fri, 20 Feb 2015 17:58:00 +0300"
"Госдума разрешила испанцам усыновлять российских детей",http://lenta.ru/news/2015/02/20/spain/,"
    Госдума ратифицировала договор с Испанией о сотрудничестве в области усыновления детей. В договоре оговариваются принципы международного усыновления детей, требования к будущим родителям, а также порядок контроля за дальнейшей жизнью детей. Также в документе прописан запрет на усыновление детей однополым семьям. 
  ","Fri, 20 Feb 2015 17:58:00 +0300"
"Врачи сочли состояние голодающей Савченко удовлетворительным",http://lenta.ru/news/2015/02/20/savchenkohealth/,"
    Украинскую летчицу Надежду Савченко, которая около двух месяцев назад объявила голодовку, осмотрели врачи, которые сочли состояние заключенной удовлетворительным. Доктора дали рекомендации Савченко по поддержанию здоровья и одобрили терапию, проводимую врачами больницы МСЧ ФСИН России.
  ","Fri, 20 Feb 2015 17:51:00 +0300"
"Порошенко пожелал Януковичу вечно гореть в аду",http://lenta.ru/news/2015/02/20/poroshenko/,"
    Президент Украины Петр Порошенко пожелал бывшему главе государства Виктору Януковичу вечно гореть в аду и пожалел, что этот вопрос находится «вне юрисдикции земного суда». В ходе вручения наград родственникам погибших участников Евромайдана Порошенко добавил, что свержению Януковича помогла Москва.
  ","Fri, 20 Feb 2015 17:41:00 +0300"
"Карантин объявили в каждой десятой школе России",http://lenta.ru/news/2015/02/20/karantin/,"
    Полный или частичный карантин объявлен в 4600 школах в 69 регионах России. По данным НИИ гриппа, общее число заболевших по состоянию на 16 февраля составляло 30 миллионов человек, при этом специалисты отмечают, что в целом по России ситуация с гриппом мало отличается от обычной для этого времени года.
  ","Fri, 20 Feb 2015 17:28:00 +0300"
"Гигантская улитка выиграла чемпионат по бегу в Нижнем Новгороде",http://lenta.ru/news/2015/02/20/turbo/,"
    Гигантская африканская улитка выиграла чемпионат по бегу , который прошел в Нижнем Новгороде. Моллюск по кличке Гери преодолел 45-сантиметровую дистанцию за 5 минут 53 секунды. Он опередил пятерых соперников и в качестве награды получил шпинат и сертификат на фотосессию.
  ","Fri, 20 Feb 2015 17:28:00 +0300"
"Первый атомный эсминец заложат в Петербурге в 2017 году",http://lenta.ru/news/2015/02/20/leader/,"
    Закладка эсминца нового поколения типа «Лидер» запланирована на конец 2017 года, заявил прессе высокопоставленный представитель оборонно-промышленного комплекса. Водоизмещение корабля составит 14 тысяч тонн. Ранее сообщалось, что для ВМФ будет построено 12 таких кораблей.
  ","Fri, 20 Feb 2015 17:07:00 +0300"
"Олланд не нашел российских танков на Украине",http://lenta.ru/news/2015/02/20/holland/,"
    Президент Франции Франсуа Олланд заявил, что не располагает доказательствами присутствия российской военной техники на Украине. Об этом он заявил на пресс-конференции с канцлером ФРГ Ангелой Меркель. «Мы не можем подтвердить, что российские танки вошли на Украину», — сказал Олланд. 
  ","Fri, 20 Feb 2015 16:59:00 +0300"
"Moody's понизило рейтинг «Русснефти»",http://lenta.ru/news/2015/02/20/russneft/,"
    Агентство Moody's понизило корпоративный рейтинг НК «Русснефть» до уровня «В2» с «Ва3». По мнению Moody's, финансовые показатели и ликвидность «Русснефти» существенно ухудшились в последнее время по сравнению с 2012 годом, и риски, связанные с политикой акционеров, остаются высокими.
  ","Fri, 20 Feb 2015 16:58:00 +0300"
"Латвия заявила о готовности к миротворческой миссии в Донбассе",http://lenta.ru/news/2015/02/20/peacekeepers/,"
    Министр обороны Латвии Раймонд Вейонис заявил о готовности латвийских военных принять участие в миротворческой миссии ООН в Донбассе в том случае, если Совет Безопасности ООН и латвийский Сейм примут соответствующее решение. При этом он отметил, что считает выполнение минских соглашений единственным путем к миру.
  ","Fri, 20 Feb 2015 16:52:00 +0300"
"Финансисты нашли универсальный стандарт управления рисками",http://lenta.ru/news/2015/02/20/partad/,"
    Профессиональная Ассоциация Регистраторов Трансфер-Агентов и Депозитариев (ПАРТАД) и Институт внутренних аудиторов (ИВА) презентовали официальный русский перевод книги COSO «Внутренний контроль. Интегрированная модель» (редакция 2013 года) (Internal Control. Integrated Framework). 
  ","Fri, 20 Feb 2015 16:49:00 +0300"
"Ученые создали шоколад для борьбы с морщинами",http://lenta.ru/news/2015/02/20/chocowrinkle/,"
    Исследователи из Кембриджского университета создали фирму по производству шоколада Esthechoc, который призван замедлить образование морщин и обвисшей кожи — за счет увеличения концентрации антиоксидантов в организме и интенсификации кровообращения. Новинка вызвала споры среди ученых.
  ","Fri, 20 Feb 2015 16:48:00 +0300"
"В сеть выложили версию «50 оттенков серого за одну минуту»",http://lenta.ru/news/2015/02/20/50shadescut/,"
    В сеть выложили сокращенную версию «50 оттенков серого» в мультипликационном варианте. Ролик длится всего минуту. Это пародия на фильм и книгу. В данный момент невозможно скачать или посмотреть фильм онлайн, но можно посмотреть эту короткую версию. В российский прокат фильм вышел 12 февраля.
  ","Fri, 20 Feb 2015 16:48:00 +0300"
"ДНР и ЛНР предложили исключить из украинского энергорынка",http://lenta.ru/news/2015/02/20/out/,"
    СНБО Украины предлагает исключить из расчетов на рынке электроэнергии предприятия, работающие на территории, подконтрольной ополчению. Об этом сообщается в указе<a>, опубликованном на сайте президента Украины. Предложение направлено в Национальную комиссию по регулированию энергетики.
  ","Fri, 20 Feb 2015 16:41:00 +0300"
"Iraqi Airways начнет полеты по маршруту Москва — Багдад",http://lenta.ru/news/2015/02/20/moscowbagdad/,"
    Авиакомпания Iraqi Airways в ближайшее время начнет совершать регулярные полеты по маршруту Москва — Багдад — Басра. Заявление об открытии нового направления на встрече с руководителем Федерального агентства по туризму Олегом Сафоновым сделал посол Ирака в России Исмаил Шафик Мухсин.
  ","Fri, 20 Feb 2015 16:35:00 +0300"
"В Татарстане судебные приставы арестовали балалайку",http://lenta.ru/news/2015/02/20/balalayka/,"
    В Татарстане судебные приставы изъяли у должника балалайку. На прощание владелец инструмента сыграл на нем несколько мелодий. Если в течение 10 дней долг по кредиту не будет выплачен, для его погашения балалайка и ноутбук, арестованные сотрудниками ФССП, будут проданы на торгах.
  ","Fri, 20 Feb 2015 16:33:00 +0300"
"Сигурни Уивер и Хью Джекман приедут в Москву",http://lenta.ru/news/2015/02/20/weaver/,"
    Голливудские актеры Сигурни Уивер, Хью Джекман и Дев Патель представят в Москве свой фильм «Робот по имени Чаппи». Презентация картины состоится 1 марта The Ritz Carlton Moscow. Сама лента появится в российских кинотеатрах 5 марта. События в фантастическом триллере происходят в недалеком будущем.
  ","Fri, 20 Feb 2015 16:32:19 +0300"
"Минфин Мальты сообщил о готовности еврозоны отпустить Грецию ",http://lenta.ru/news/2015/02/20/eurogreece/,"
    Крупнейшие страны еврозоны готовы к тому, что Греция покинет валютный блок. Это станет возможным, если не удастся подписать соглашение об экономической поддержке Афин, заявил министр финансов Мальты Эдвард Шиклуна. Ранее Греция попросила Брюссель продлить кредитное соглашение с еврозоной на шесть месяцев.
  ","Fri, 20 Feb 2015 16:23:00 +0300"
"Калужские депутаты предложили сажать за фиктивные браки",http://lenta.ru/news/2015/02/20/fictitious/,"
    Депутаты законодательного собрания Калужской области предложили ввести уголовную ответственность за фиктивные браки. Как утверждают авторы законопроекта, с 2010 по 2013 год в регионе аннулированы 32 брака, заключенные гражданами РФ с приезжими «без цели создания семьи и за денежное вознаграждение». 
  ","Fri, 20 Feb 2015 16:20:00 +0300"
"В американском городе улицу от снега почистили моторизированным унитазом",http://lenta.ru/news/2015/02/20/loocleaner/,"
    Магазин бытовой техники в Бетезде (Мэриленд) продемонстрировал новый гаджет для чистки снега, представляющий собой моторизированный унитаз. Видео, на котором снегоуборочную технику тестирует один из представителей магазина Union Hardware, было опубликовано в сети. 
  ","Fri, 20 Feb 2015 16:19:00 +0300"
"ФАС пригрозила судом операторам в случае повышения цен на роуминг",http://lenta.ru/news/2015/02/20/fas/,"
    Федеральная антимонопольная служба (ФАС) заявила, что будет обращаться в суд, если мобильные операторы начнут увеличивать цены на роуминг. Руководитель ведомства Игорь Артемьев отметил, что хотя и происходит девальвация рубля, можно найти возможности для снижения стоимости услуг.
  ","Fri, 20 Feb 2015 16:17:00 +0300"
"Умерла поэтесса и прозаик Юлия Вознесенская",http://lenta.ru/news/2015/02/20/voznesenskaya/,"
    Российская поэтесса и прозаик Юлия Вознесенская умерла в Берлине в возрасте 74 лет. С 1966 она начала печататься в периодике и в самиздате. Участвовала в голодовке протеста художников-нонконформистов. Проводила литературные вечера-квартирники. Была осуждена за «антисоветскую пропаганду».
  ","Fri, 20 Feb 2015 16:15:40 +0300"
"Счетная палата обнаружила неэффективные траты Росавиации",http://lenta.ru/news/2015/02/20/rosaviaziyaproverka/,"
    Счетная палата России выявила неэффективное использование Росавиацией средств федерального бюджета на модернизацию Единой системы организации воздушного движения (ЕС ОрВД). В результате нарушений сроки целевой программы, которая должна была завершиться в 2015 году, сдвинули на пять лет.
  ","Fri, 20 Feb 2015 16:01:49 +0300"
"Минсельхоз объявил преждевременной отмену продовольственного эмбарго",http://lenta.ru/news/2015/02/20/iloveembargo/,"
    Министр сельского хозяйства России Николай Федоров считает преждевременным отменять запрет на ввоз в Россию западных продуктов, введенный в августе 2014 года. По словам министра, снижение в результате эмбарго импорта более чем на 4 миллиарда долларов пошло на пользу отечественным производителям.
  ","Fri, 20 Feb 2015 15:59:00 +0300"
"Сотникова пропустит остаток сезона",http://lenta.ru/news/2015/02/20/sotnikova/,"
    Олимпийская чемпионка Игр 2014 года в Сочи в женском одиночном катании Аделина Сотникова не выйдет на лед в нынешнем сезоне. Ранее с подобным заявлением выступила еще одна российская фигуристка — Юлия Липницкая. С 23 по 29 марта в Шанхае пройдет мировое первенство по фигурному катанию. 
  ","Fri, 20 Feb 2015 15:56:48 +0300"
"Шотландцы признали гол мальчика с синдромом Дауна лучшим в январе",http://lenta.ru/news/2015/02/20/goal/,"
    Шотландские болельщики признали гол 11-летнего мальчика Джея Битти, страдающего синдромом Дауна, лучшим в январе 2015 года. За его результативный удар в перерыве матча «Селтика» с «Гамильтоном» было отдано 97 процентов голосов, а имя победителя назвал друг Битти и бывший футболист «кельтов» Йоргос Самарас.
  ","Fri, 20 Feb 2015 15:52:00 +0300"
"Производитель презервативов назвал самые неверные нации",http://lenta.ru/news/2015/02/20/izmenniki/,"
    Опубликован рейтинг самых неверных наций. Первое место в списке заняли жители Таиланда, следом за ними идут датчане и итальянцы. Согласно исследованию, 56 процентов жителей Таиланда изменяют своим партнерам. Отмечается, что многие супружеские пары в стране ведут беспорядочную половую жизнь.
  ","Fri, 20 Feb 2015 15:48:00 +0300"
"В Германии впервые за 70 лет переиздадут «Майн Кампф»",http://lenta.ru/news/2015/02/20/mein_kampf_republish/,"
    Исследователи Института современной истории в Мюнхене планируют в 2016 году переиздать книгу фюрера Третьего рейха Адольфа Гитлера «Майн Кампф». Новое издание будет состоять из двух томов. Всего в книге будет более двух тысяч страниц. На первых 780 страницах будут напечатаны 27 глав написанной в 1925 году книги.
  ","Fri, 20 Feb 2015 15:45:00 +0300"
"Гас Ван Сэнт снимет пилот сериала о ведьмах Салема",http://lenta.ru/news/2015/02/20/vansant/,"
    Канал HBO заказал пилотную серию исторического сериала «Новый мир», режиссером которой выступит Гас Ван Сэнт. Сценарий теледрамы о судебном процессе над ведьмами Салема в Новой Англии в 1692-м и закончившемся казнью 20 человек, написала автор шоу «Оранжевый — новый черный» Дженджи Коэн.
  ","Fri, 20 Feb 2015 15:33:18 +0300"
"В Испании выставили детские работы Пикассо",http://lenta.ru/news/2015/02/20/picasso/,"
    В испанском городе Ла-Корунья открылась экспозиция «Первый Пикассо», на которой представлены одни из самых ранних работ художника. Выставка продлится до 24 мая. 59 произведений выполнены, в основном, маслом. Кроме того, зрители смогут увидеть чертежи и эскизы, сделанные Пабло Пикассо в юном возрасте.
  ","Fri, 20 Feb 2015 15:32:43 +0300"
"МТС и «Билайн» повысят стоимость услуг",http://lenta.ru/news/2015/02/20/tariffs/,"
    «Вымпелком» (бренд «Билайн») и МТС в конце февраля изменят стоимость некоторых своих услуг. МТС с 26 февраля повысит цены на мобильный интернет внутри сети в некоторых тарифах до 50 рублей в сутки (сейчас 30 рублей), а на интернет-опции — до 350 рублей в месяц (сейчас 250 рублей).
  ","Fri, 20 Feb 2015 15:30:00 +0300"
"В Сомали боевики атаковали отель с министрами и депутатами",http://lenta.ru/news/2015/02/20/somali/,"
    В сомалийской столице Могадишо атакован отель, в котором находились министры и депутаты. Террорист-смертник подорвал машину возле ворот, ведущих на территорию гостиничного комплекса, после чего в здание ворвались боевики. По данным полиции, жертвами теракта стали 10 человек.
  ","Fri, 20 Feb 2015 15:14:41 +0300"
"В Архангельске геям разрешили митинг и запретили шествие",http://lenta.ru/news/2015/02/20/arhangelsk/,"
    Мэрия Архангельска отклонила заявку на проведение шествия по улицам города, поданную ЛГБТ-активистами. В то же время представителям секс-меньшинств впервые разрешили публичное выступление в одном из городских парков. Организаторы акции заявили, что ждут содействия от властей в проведении акции.
  ","Fri, 20 Feb 2015 15:14:00 +0300"
"В Петербурге заложили два корвета-«невидимки» проекта 20380",http://lenta.ru/news/2015/02/20/skr20380/,"
    Закладка корветов «Ретивый» и «Строгий» проекта 20380 состоялась 20 февраля на судостроительном заводе «Северная верфь» в Санкт-Петербурге. Четыре корабля этого проекта уже введены в состав Балтийского флота и еще четыре строятся (два на Балтике и два — на Тихом океане).
  ","Fri, 20 Feb 2015 15:13:00 +0300"
"Оппозиция согласилась маршировать в Марьино",http://lenta.ru/news/2015/02/20/vesna/,"
    Организаторы оппозиционного марша «Весна» согласились провести его в столичном районе Марьино. По словам одного из организаторов шествия Бориса Немцова, донести до людей свои требования для них важней, чем место проведения акции. Лидер «Яблока» Сергей Митрохин заявил, что его партия не будет участвовать в шествии.<br />
  ","Fri, 20 Feb 2015 15:08:00 +0300"
"В Голливуде появился нюхающий кокаин «Оскар»",http://lenta.ru/news/2015/02/20/cokeoscar/,"
    Уличный художник по прозвищу Plastic Jesus разместил на бульваре Голливуд статую «Оскара», нюхающую кокаин. Работа называется Hollywood's best party — «Лучшая вечеринка Голливуда». Золотистого цвета скульптура стоит на четвереньках, склонившись с трубочкой над дорожками наркотика, прямо на красной ковровой дорожке.
  ","Fri, 20 Feb 2015 15:01:00 +0300"
"Ролик с прорвавшимся сквозь снежную стену голодным котом стал хитом в сети ",http://lenta.ru/news/2015/02/20/coolcat/,"
    Видео с домашним котом, прорвавшимся через образовавшийся у входной двери большой сугроб в надежде перекусить, стало хитом в сети, набрав за прошедшие с момента публикации на YouTube четыре дня более 1,1 миллиона просмотров. Действие снятого хозяевами кота ролика происходит в США, в одном из северных штатов.<br />
  ","Fri, 20 Feb 2015 14:57:00 +0300"
