"Кэмерон Диаз и Майкл Бэй получили «Золотую малину»",http://lenta.ru/news/2015/02/22/hudo/,"
    В Лос-Анджелесе прошла церемония награждения премией «Золотая малина», которой отмечаются худшие образцы кинематографического искусства. Худшей актрисой стала Кэмерон Диаз за две роли — в фильмах «Другая женщина» и «Домашнее видео: Только для взрослых». Звание худшего режиссера досталось американцу Майклу Бэю за «Трансформеры 4: Эпоха истребления».<br />
  ","Sun, 22 Feb 2015 08:43:00 +0300"
"Турция провела военную операцию по спасению своих солдат в Сирии",http://lenta.ru/news/2015/02/22/turkey/,"
    Турецкая армия успешно провела операцию по эвакуации из Сирии 40 солдат, охранявших усыпальницу предка правителей Османской империи Сулеймана Шаха. В операции приняли участие 750 военнослужащих, один из них погиб в результате несчастного случая. Турецкий премьер сообщил, что останки Сулеймана Шаха также эвакуированы.
  ","Sun, 22 Feb 2015 08:16:00 +0300"
"Перчатки Мохаммеда Али и его соперника продали почти за миллион долларов",http://lenta.ru/news/2015/02/22/gloves/,"
    Перчатки боксера Мохаммеда Али и его соперника Сонни Листона, в которых они провели знаменитый матч в 1965 году, проданы с аукциона в Нью-Йорке за 956 тысяч долларов. Имя нового владельца не уточняется. Перчатки долгое время хранил судья Джордж Руссо, затем он продал их коллекционеру, который выставил их на торги.
  ","Sun, 22 Feb 2015 07:24:00 +0300"
"Ирландский пастор увидел в йоге «царство тьмы»",http://lenta.ru/news/2015/02/22/ioga/,"
    Североирландский католический священник предупреждает, что занятия йогой ведут христиан в «дурную духовную область» и под контроль сатаны. Возможно и безопасное увлечение этими практиками, но риск всегда присутствует. Пастор уверен, что опыт других культур вне христианской догмы опасен.
  ","Sun, 22 Feb 2015 07:16:00 +0300"
"Джефф Монсон пожертвовал детям Донбасса свой гонорар за бой",http://lenta.ru/news/2015/02/22/monson/,"
    Известный американский боец Джефф Монсон после победы на турнире по смешанным единоборствам «Оплот 108: во славу Отечества» пожертвовал гонорар за бой Донбассу. «Весь гонорар от поединка я жертвую детям Донбасса, которые страдают от войны. Им эти деньги нужнее», — заявил 44-летний американец. 
  ","Sun, 22 Feb 2015 05:50:00 +0300"
"Машина с 20 пассажирами попала под поезд в Индии",http://lenta.ru/news/2015/02/22/indiacrash/,"
    Восемь человек погибли, еще 12 тяжело пострадали в минувшую субботу на востоке Индии в результате столкновения пассажирского поезда с автомобилем, который пересекал один из многих неохраняемых переездов. Поезд врезался в машину, в которой находились 20 человек из одной семьи. Они возвращались домой после свадьбы.
  ","Sun, 22 Feb 2015 05:13:00 +0300"
"В техасской тюрьме две тысячи заключенных устроили беспорядки",http://lenta.ru/news/2015/02/22/texas_riot/,"
    Более двух тысяч заключенных тюрьмы американского города Рэймондвилл, штат Техас, почти двое суток протестовали против плохого качества медицинского обслуживания. Правоохранительным органам совместно с сотрудниками тюрьмы практически удалось взять ситуацию под контроль. Пострадавших в ходе беспорядков нет. 
  ","Sun, 22 Feb 2015 04:53:00 +0300"
"Порошенко отказался отмечать 23 февраля",http://lenta.ru/news/2015/02/22/netotden/,"
    Президент Украины сообщил, что не планирует отмечать 23 февраля. Он надеется, что другие последуют его примеру. На Украине введен аналог Дня защитника Отечества — 14 октября. Глава государства договорился со своей женой, что в его семье с поздравлениями потерпят до новой даты.
  ","Sun, 22 Feb 2015 03:20:00 +0300"
"Правозащитники обвинили КНДР в организации рабского труда  ",http://lenta.ru/news/2015/02/22/rabstvo/,"
    Южнокорейские правозащитники обратились в ООН с просьбой проверить практику рабского труда жителей КНДР за рубежом. Режим направил более 100 тысяч северокорейцев на низкооплачиваемую работу в другие страны, в том числе четверть — в Россию. Их заработки конфискуются на личные нужды вождя.
  ","Sun, 22 Feb 2015 02:52:00 +0300"
"На обороте двух картин Сезанна нашли неизвестные эскизы",http://lenta.ru/news/2015/02/22/sezann/,"
    Два неизвестных ранее наброска Поля Сезанна найдены на обратной стороне его картин. Фонд Барнса в Филадельфии, отдавая  акварели художника на реставрацию, попросил заменить оберточную бумагу на заднике. Под бумагой и нашли два рисунка — карандашом и красками. Это самая значительная находка неизвестных работ художника.
  ","Sun, 22 Feb 2015 02:10:09 +0300"
"Азаров сообщил подробности свержения власти на Украине",http://lenta.ru/news/2015/02/22/azarov/,"
    Бывший украинский премьер-министр Николай Азаров рассказал телеканалу НТВ, как прошлой зимой происходила смена власти на Украине. По его словам, сценарий госпереворота был написан в посольстве США. Из-за отказа подписать соглашение о евроинтеграции на власти Украины оказывалось колоссальное давление. 
  ","Sun, 22 Feb 2015 00:42:00 +0300"
"Президент Афганистана заявил о возможности мирных переговоров с талибами",http://lenta.ru/news/2015/02/21/talib/,"
    Президент Афганистана считает текущий момент самым подходящим для начала мирных переговоров с талибами. Источники сообщают о возможности первых контактов сторон уже в марте. В том же месяце Ашраф Гани отправится в Вашингтон, где, возможно, обсудит изменения в графике вывода из страны войск США и НАТО.
  ","Sun, 22 Feb 2015 00:33:00 +0300"
"Два человека найдены убитыми в Новой Москве",http://lenta.ru/news/2015/02/21/killkill/,"
    Два человека найдены убитыми в доме в Новой Москве. Об этом «Интерфаксу» сообщил источник в правоохранительных органах. По его данным, в поселке Шишкин Лес в одном из домов были обнаружены тела двух человек, один из которых был застрелен в затылок, а второй найден повешенным.
  ","Sat, 21 Feb 2015 23:39:00 +0300"
"В Москве у инкассаторов отобрали 30 миллионов рублей",http://lenta.ru/news/2015/02/21/inkasso/,"
    На востоке столицы трое преступников в масках, угрожая оружием, отобрали у инкассаторов 30 миллионов рублей. Инцидент произошел на проспекте Буденного, нападавшие скрылись с добычей. Это далеко не первое хищение крупной суммы у перевозчиков за последние несколько месяцев. 
  ","Sat, 21 Feb 2015 23:37:23 +0300"
"Владимир Маркин и Стас Пьеха спели на Первом канале песню про Родину",http://lenta.ru/news/2015/02/21/markin/,"
    Официальный представитель Следственного комитета России Владимир Маркин и российский певец Станислав Пьеха в эфире на Первого канала исполнили дуэтом совместно написанную композицию «У нас Родина одна». Маркин и Пьеха принимали в субботу, 21 февраля, участие в передаче «Кто хочет стать миллионером». 
  ","Sat, 21 Feb 2015 22:53:56 +0300"
"Моторола опроверг сообщение о своей смерти",http://lenta.ru/news/2015/02/21/alive/,"
    Один из лидеров ополченцев ДНР Моторола опроверг заявление Службы безопасности Украины о своей смерти. «Я уже не знаю, что с этим делать. Не понимаю, какая у них закономерность. В шестой или седьмой раз в аэропорту меня ""убивают""», — заявил он LifeNews. «Все нормально. Жив-здоров», — добавил он.
  ","Sat, 21 Feb 2015 22:28:00 +0300"
"Керри пожелал славы Украине",http://lenta.ru/news/2015/02/21/kerry/,"
    Госсекретарь США Джон Керри использовал лозунг «Слава Украине» в своем заявлении по случаю годовщины смены власти в этой стране. Приветствие и лозунг «Слава Украине! Героям слава!» использовались украинскими националистами в период Второй мировой войны. Позже фраза стала главным девизом Евромайдана.
  ","Sat, 21 Feb 2015 22:07:00 +0300"
"В ДНР и ЛНР подготовили план отвода тяжелых вооружений",http://lenta.ru/news/2015/02/21/vooruzenie/,"
    Главы самопровозглашенных республик ЛНР и ДНР подписали план отвода тяжелых вооружений в соответствии с минскими договоренностями от 12 февраля. Его подробности неизвестны. Наблюдатели из ОБСЕ попросили стороны конфликта безотлагательно сообщить, где сейчас находится боевая техника, когда и куда она выводится.
  ","Sat, 21 Feb 2015 21:48:00 +0300"
"Ополченцы передали Киеву 140 пленных",http://lenta.ru/news/2015/02/21/plen/,"
    Представители самопровозглашенных Донецкой и Луганской народных республик передали украинским силовикам 140 человек в ходе обмена пленными. По словам омбудсмена ДНР Дарьи Морозовой, силовики передали 16 сторонников ЛНР и 36 ополченцев ДНР. Среди освобожденных четыре женщины.
  ","Sat, 21 Feb 2015 20:40:00 +0300"
"В Луганской области начался обмен пленными",http://lenta.ru/news/2015/02/21/exchange/,"
    На нейтральной территории в Луганской области начался обмен пленными между Киевом и ополченцами. Он проходит вблизи населенного пункта Желобок Славяносербского района. Сторонники самопровозглашенной ДНР доставили для обмена 35 человек, силовики привезли 37 донецких активистов. 
  ","Sat, 21 Feb 2015 19:52:00 +0300"
"Горбачев назвал Януковича изжившим себя политиком",http://lenta.ru/news/2015/02/21/gorbachev/,"
    Первый президент СССР Михаил Горбачев заявил, что бывший украинский лидер Виктор Янукович изжил себя как политик. «В этих делах мы, демократы, говорим — как люди решат, но я думаю, он себя изжил», — пояснил Горбачев, добавив, что придерживается в целом положительного мнения о Януковиче. 
  ","Sat, 21 Feb 2015 19:48:00 +0300"
"Футболист «Челси» попросил сделать для него задние щитки",http://lenta.ru/news/2015/02/21/hazard/,"
    Футболист лондонского «Челси» Эден Азар попросил сделать для него специальные щитки, которые прикрывали бы заднюю часть голени. Таким образом игрок выразил протест против участившихся случаев грубой игры в отношении него. В настоящее время в футболе используются только щитки, прикрывающие переднюю часть голени.
  ","Sat, 21 Feb 2015 19:32:42 +0300"
"Наблюдатели ОБСЕ попали в Дебальцево",http://lenta.ru/news/2015/02/21/osce1/,"
    Наблюдатели ОБСЕ попали в Дебальцево Донецкой области, где, по данным минобороны ДНР, продолжаются бои. Представители организации въехали на территорию города, после того как получили гарантии безопасности от ополченцев. Ранее сообщалось, что миссия ОБСЕ посетит Дебальцево 22 февраля. 
  ","Sat, 21 Feb 2015 19:06:00 +0300"
"Полиция оценила численность «Антимайдана» в 40 тысяч человек",http://lenta.ru/news/2015/02/21/mnogo/,"
    В демонстрации движения «Антимайдан» в Москве приняли участие до 40 тысяч человек, подсчитали в столичном ГУМВД. В то же время один из лидеров движения, глава байкеров «Ночные волки» Александр Залдостанов, более известный как Хирург заявил, что на митинг пришло не менее 100 тысяч человек. 
  ","Sat, 21 Feb 2015 18:56:00 +0300"
"Американского гонщика отстранили от соревнований из-за домашнего насилия",http://lenta.ru/news/2015/02/21/bbpe/,"
    Национальная Ассоциация гонок серийных автомобилей отстранила американского пилота Курта Буша от соревнований из-за домашнего насилия. Вердикт о виновности спортсмена в преступлении вынес суд штата Делавэр. Буш подвергал насилию свою бывшую подругу Патрисию Дрисколл: во время ссор он бил ее головой о стену.
  ","Sat, 21 Feb 2015 18:06:55 +0300"
"Российский лыжник выиграл 30-километровую гонку на чемпионате мира",http://lenta.ru/news/2015/02/21/vylegzhanin/,"
    Российский лыжник Максим Вылегжанин выиграл 30-километровый скиатлон на проходящем в Швеции чемпионате мира. 32-летний россиянин финишировал первым, второе место занял трехкратный олимпийский чемпион Дарио Колонья, третьим стал канадец Алекс Арвэ. Таким образом, Вылегжанин впервые в карьере стал чемпионом мира.
  ","Sat, 21 Feb 2015 18:04:00 +0300"
"Порошенко рассказал о нетерпеливом ожидании Януковича",http://lenta.ru/news/2015/02/21/poroshenko/,"
    Президент Украины Петр Порошенко заявил, что в стране с нетерпением ждут бывшего главу государства Виктора Януковича, который заявил о желании вернуться на родину. «Чем быстрее он вернется в Украину, тем лучше будет для Украины. Пусть возглавит протестное движение. В лучшем случае — в тюрьме», — отметил Порошенко. 
  ","Sat, 21 Feb 2015 18:01:00 +0300"
"Песков посчитал лишение российских СМИ аккредитации неэффективным",http://lenta.ru/news/2015/02/21/smi/,"
    Пресс-секретарь президента России Дмитрий Песков считает, что решение Киева лишить ряд российских СМИ аккредитации не будет эффективным при наличии современных технологий. Также, по мнению Пескова, решение Службы безопасности Украины не соответствует нормам демократического государства.
  ","Sat, 21 Feb 2015 17:31:00 +0300"
"В СБУ заявили об убийстве Моторолы ополченцами",http://lenta.ru/news/2015/02/21/motorola/,"
    В Службе безопасности Украины (СБУ) сообщили, что полевой командир ополчения Моторола, скорее всего, убит. «Возможно, его собратья уже и уничтожили. Они уничтожают друг друга, пытаясь выйти на оперативные позиции», — заявил руководитель главного следственного управления СБУ Василий Вовк.
  ","Sat, 21 Feb 2015 17:21:00 +0300"
"Михалков пообещал показать жителям Донецка «Солнечный удар»",http://lenta.ru/news/2015/02/21/michalkov/,"
    Режиссер Никита Михалков сообщил, что собирается поехать в Донецк и устроить там показ своего фильма «Солнечный удар». «Мне сделали такое предложение, и я на него согласился», — сказал он. В мероприятии примет участие исполнительница главной роли в картине — уроженка города Торез Донецкой области Виктория Соловьева. 
  ","Sat, 21 Feb 2015 17:15:00 +0300"
"Азаров задумался о создании правительства Украины в изгнании",http://lenta.ru/news/2015/02/21/azarov/,"
    Бывший премьер Украины Николай Азаров заявил о необходимости создания правительства Украины в изгнании. «Представительный орган, который представлял бы интересы громадного количества людей оппозиционного направления, которые были вынуждены уехать из страны, такой орган необходим», — сказал он.
  ","Sat, 21 Feb 2015 16:35:00 +0300"
"СБУ предложила лишить аккредитации федеральные российские телеканалы",http://lenta.ru/news/2015/02/21/sbu/,"
    В список российских СМИ, которые Служба безопасности Украины предлагает лишить аккредитации при украинских государственных органах, вошли все российские телеканалы, кроме «Дождя». Также в списке СБУ оказалось информационное агентство «Россия сегодня». Всего в перечне 100 СМИ.
  ","Sat, 21 Feb 2015 15:30:29 +0300"
"В Тюмени биатлонистка умерла во время гонки Кубка России",http://lenta.ru/news/2015/02/21/yakimkina/,"
    Удмуртская биатлонистка Алина Якимкина умерла во время гонки на этапе Кубка России в Тюмени. Спортсменка скончалась в результате остановки сердца. Находившиеся на трассе врачи не сумели спасти 21-летнюю девушку. Якимкина становилась призером юниорского первенства России-2014.
  ","Sat, 21 Feb 2015 15:29:00 +0300"
"Промоутер-транссексуал решила вернуться в бокс",http://lenta.ru/news/2015/02/21/maloney/,"
    Транссексуал Келли Мэлоуни планирует вернуться к работе боксерским промоутером. Для этого ей необходимо вновь получить специальную лицензию, от которой она отказалась в 2013 году, готовясь к операции по смене пола. До процедуры транссексуал был известен как Фрэнк Мэлоуни — бывший менеджер Леннокса Льюиса.
  ","Sat, 21 Feb 2015 15:12:00 +0300"
"В Москве завершился митинг «Антимайдана»",http://lenta.ru/news/2015/02/21/antimaydan2/,"
    В Москве на площади Революции завершился митинг-концерт движения «Антимайдан», приуроченный к годовщине смены власти на Украине. Ведущими митинга были писатель Николай Стариков, певица Вика Цыганова. Также перед собравшимися выступили певица Юлия Чичерина, глава байкерского клуба «Ночные волки» Александр Залдостанов.
  ","Sat, 21 Feb 2015 14:41:00 +0300"
"Киев заподозрил ополченцев в желании наступать на Мариуполь",http://lenta.ru/news/2015/02/21/mariupol/,"
    Украинские силовики ждут нападения ополченцев на Мариуполь. «На мариупольском направлении происходит наращивание численности военной техники, вооружения и живой силы противника с целью возможного наступления на город Мариуполь», — заявил пресс-секретарь АТО Андрей Лысенко.
  ","Sat, 21 Feb 2015 14:37:00 +0300"
"Билеты на бой Мэйуэзера и Пакьяо раскупили за 15 минут",http://lenta.ru/news/2015/02/21/tickets/,"
    Билеты на бой американца Флойда Мэйуэзера и филиппинца Мэнни Пакьяо, который пройдет 2 мая в Лас-Вегасе, были распроданы за 15 минут. Кроме того, за несколько минут были забронированы все номера на 1 и 2 мая в отеле комплекса MGM Grand. Цена за ночь на эти даты составляет 615 долларов.
  ","Sat, 21 Feb 2015 13:52:00 +0300"
"Три человека погибли при попадании снаряда в кафе в Авдеевке",http://lenta.ru/news/2015/02/21/avdeevka/,"
    Трое мужчин погибли в результате обстрела города Авдеевка Донецкой области. Об этом сообщил начальник ГУ МВД Украины в регионе Вячеслав Аброськин. «Прямое попадание снаряда в кафе ""Бревно"", район Индустриального проезда», — написал он. По словам Аброськина, стрельбу устроили сторонники ДНР.
  ","Sat, 21 Feb 2015 13:38:00 +0300"
"Китаец убил кирпичом трех человек в доме престарелых",http://lenta.ru/news/2015/02/21/chinese/,"
    В Китае вооруженный кирпичом мужчина убил троих и ранил еще 15 человек в доме престарелых. Инцидент произошел в провинции Хунань. По версии следствия, нападавший — бывший сотрудник учреждения Ло Рэнчу. Сообщается, что мужчине удалось скрыться. Его поиском занимается полиция.<br />
  ","Sat, 21 Feb 2015 13:19:00 +0300"
"В Москве началось шествие «Антимайдана»",http://lenta.ru/news/2015/02/21/antimaydan/,"
    В Москве началась акция движения «Антимайдан», посвященная годовщине смены власти на Украине. Среди участников акции представители ветеранских организаций, члены молодежных объединений, казаки. Собравшиеся держат транспаранты «Россия и Чечня — пример борьбы с международным терроризмом», «Мы за Донбасс».
  ","Sat, 21 Feb 2015 13:12:00 +0300"
"Пресс-секретаря «Мосзеленхоза» уволят за аморальное поведение",http://lenta.ru/news/2015/02/21/moszelenhoz/,"
    Пресс-секретарь «Мосзеленхоза» Игорь Колосков будет уволен после ДТП в центре Москвы с его участием. Вечером в пятницу, 20 февраля, Колосков, управляя автомобилем в нетрезвом состоянии, протаранил три машины. Мужчина также снес заградительные столбики возле здания Главного управления МВД РФ по Москве.<br />
  ","Sat, 21 Feb 2015 12:26:00 +0300"
"Янукович пообещал защитить украинцев от беззакония",http://lenta.ru/news/2015/02/21/yanukovich/,"
    Бывший президент Украины Виктор Янукович заявил, что готов защитить сограждан от беззакония. «Если Господь Бог даст мне возможность сделать то, что нужно сегодня людям, чтобы защитить их права, защитить их от того бесчинства и беззакония, которое есть в стране, я сделаю все», — сказал он.
  ","Sat, 21 Feb 2015 12:17:00 +0300"
"Отдыхавший на турбазе мужчина найден мертвым в лесу Иркутской области",http://lenta.ru/news/2015/02/21/irkutsk/,"
    В Иркутской области в лесу обнаружено тело местного жителя, который уехал с друзьями на базу отдыха и перестал выходить на связь. По предварительным данным, причиной смерти стало обморожение. В поисках пропавшего были задействованы сотрудники правоохранительных органов, спасатели и добровольцы. 
  ","Sat, 21 Feb 2015 12:04:00 +0300"
"В ДНР сообщили о 500 остающихся под Дебальцево силовиках",http://lenta.ru/news/2015/02/21/dnr/,"
    В Минобороны самопровозглашенной Донецкой народной республики (ДНР) утверждают, что в окружении под Дебальцево остаются около 500 силовиков. «Разрозненными группами они пытаются прорваться из окружения, поэтому были некоторые столкновения», — рассказали в оборонном ведомстве ДНР.
  ","Sat, 21 Feb 2015 11:57:00 +0300"
"СБУ подготовила список российских СМИ для лишения аккредитации ",http://lenta.ru/news/2015/02/21/accreditation/,"
    Служба безопасности Украины подготовила список российских СМИ, которых предлагается лишить аккредитации при украинских государственных органах. Документ передан в аппарат Верховной Рады. Какие именно издания оказались в перечне, не сообщается. С апреля 2014 года из Украины были выдворены 88 российских журналистов.
  ","Sat, 21 Feb 2015 11:33:00 +0300"
"В ЛНР назвали дату посещения миссией ОБСЕ Дебальцево",http://lenta.ru/news/2015/02/21/debaltsevo/,"
    Миссия ОБСЕ должна посетить Дебальцево 22 февраля. Об этом рассказал зампред народного совета самопровозглашенной Луганской народной республики Владислав Дейнего. «ОБСЕ запросила доступ в Дебальцево на 22 число. На 22 число им доступ сюда будет обеспечен, они завтра без проблем туда въедут», — заявил он.
  ","Sat, 21 Feb 2015 11:07:00 +0300"
"На Сахалине с оторвавшейся льдины спасли более 200 рыбаков ",http://lenta.ru/news/2015/02/21/ice/,"
    На Сахалине сотрудники МЧС спасли 224 рыбака с оторвавшейся льдины. Спасатели доставили людей на берег, их жизни и здоровью ничто не угрожает. Облет льдины на вертолете показал, что рыбаков на ней не осталось. В спасательной операции было задействовано 78 человек и 20 единиц техники.
  ","Sat, 21 Feb 2015 10:59:00 +0300"
"В Удмуртии пьяный полицейский наехал на женщину и скрылся с места ДТП",http://lenta.ru/news/2015/02/21/udmurtia/,"
    В Удмуртии полицейский на автомобиле Chevrolet Cruze наехал на женщину и скрылся с места ДТП. «При проведении розыскных мероприятий сотрудниками полиции данный автомобиль найден, водитель задержан. Им оказался сотрудник МВД, у которого были выявлены признаки алкогольного опьянения», — сообщили в полиции.
  ","Sat, 21 Feb 2015 10:49:00 +0300"
"Мэйуэзер подписал контракт на бой с Пакьяо",http://lenta.ru/news/2015/02/21/mayweather/,"
    Американский боксер Флойд Мэйуэзер объявил о подписании контракта на бой с филиппинцем Мэнни Пакьяо. Поединок пройдет 2 мая 2015 года в комплексе MGM Grand в Лас-Вегасе. Информация о суммах гонораров не разглашается, но известно, что вознаграждение будет разделено в долях 60 на 40 в пользу Мэйуэзера.
  ","Sat, 21 Feb 2015 10:28:00 +0300"
"Госслужба Украины по чрезвычайным ситуациям рассказала о разминировании Донбасса",http://lenta.ru/news/2015/02/21/donbass/,"
    С июня 2014 года на востоке Украины были обнаружены более 33 тысяч боеприпасов. Такие данные привела Госслужба Украины по чрезвычайным ситуациям. Кроме того, пиротехниками было проверено более тысячи административных зданий. Общая площадь обследованной территории составила 1672,2 гектара. 
  ","Sat, 21 Feb 2015 09:59:00 +0300"
"Стоимость бананов в российских магазинах достигла пятнадцатилетнего максимума",http://lenta.ru/news/2015/02/21/bananas/,"
    Стоимость бананов в российской рознице достигла максимального значения за последние 15 лет. Участники рынка и эксперты связывают это с девальвацией рубля и повышенным спросом. Средняя стоимость килограмма бананов в январе 2015 года выросла на 48 процентов к январю прошлого года — до 70,8 рубля.
  ","Sat, 21 Feb 2015 09:24:00 +0300"
"Фильм «Тимбукту» стал триумфатором премии «Сезар»",http://lenta.ru/news/2015/02/21/cesar/,"
    Мавританский фильм «Тимбукту» стал триумфатором французской кинопремии «Сезар». Лента, рассказывающая о зверском режиме религиозных фанатиков, получила семь наград из восьми номинаций. Режиссер картины Абдеррахман Сиссако был признан лучшим режиссером. Он стал первым представителем Африки, кому досталась эта премия.
  ","Sat, 21 Feb 2015 08:57:00 +0300"
"При взрывах на ярмарке в Гондурасе пострадали около 70 человек",http://lenta.ru/news/2015/02/21/honduras/,"
    На сельскохозяйственной ярмарке в столице Гондураса Тегусигальпе прогремело несколько взрывов. Пострадали более 70 человек, в их числе шестеро детей. Власти города обратились к местным жителям с просьбой сдать кровь для раненых. По предварительным данным, причиной взрывов стала утечка газа
  ","Sat, 21 Feb 2015 08:08:25 +0300"
"Пожар в небоскребе «Факел» в Дубае потушен",http://lenta.ru/news/2015/02/21/itsover/,"
    Пожар, который вспыхнул в жилом небоскребе «Факел» (The Torch), расположенном в крупнейшем городе ОАЭ Дубае, был потушен за 3 часа. Жильцы небоскреба, а также двух соседних башен были эвакуированы. Все дороги, ведущие к зданию, перекрыла полиция. О причинах возгорания пока не сообщается.
  ","Sat, 21 Feb 2015 07:59:25 +0300"
"Шведский журналист пропал на сирийско-турецкой границе",http://lenta.ru/news/2015/02/21/journalist/,"
    Шведский независимый журналист пропал на границе между Сирией и Турцией. В последний раз 30-летний мужчина, чье имя не называется, выходил на связь 16 февраля. В это время репортер находился в городе Газиантеп, откуда он собирался попасть на подконтрольную группировке «Исламское государство» территорию.
  ","Sat, 21 Feb 2015 07:11:00 +0300"
"Двух европейцев осудили за покушение на Моралеса",http://lenta.ru/news/2015/02/21/morales/,"
    Суд Боливии приговорил двух европейцев к тюремному заключению сроком на пять лет и 10 месяцев за подготовку покушения на президента страны Эво Моралеса. Граждане Хорватии и Венгрии Марио Тадич и Элод Тоасо, имеющие боливийское подданство, получили тюремный срок за попытку вооруженного восстания против государства.
  ","Sat, 21 Feb 2015 06:29:00 +0300"
"В Дании сорван рекордный джекпот в лотерее",http://lenta.ru/news/2015/02/21/lottery/,"
    В Дании была выиграна самая большая в истории страны сумма в лотерее EuroJackpot. Победитель стал обладателем около 42,2 миллиона евро. Выигрышный билет был приобретен в одном из супермаркетов в городе Хельсингер. До этого розыгрыша самая большая сумма, выигранная в стране, составляла около 18 миллионов евро. 
  ","Sat, 21 Feb 2015 05:33:00 +0300"
"В Дубае загорелся небоскреб «Факел»",http://lenta.ru/news/2015/02/21/irony/,"
    В крупнейшем городе Объединенных Арабских Эмиратов загорелся один из самых высоких жилых домов в мире, около тысячи человек были эвакуированы. Возгорание в здании «Факел» высотой около 336 метров началось с 50-го этажа. Жильцы были немедленно эвакуированы, о пострадавших не сообщается.
  ","Sat, 21 Feb 2015 05:01:00 +0300"
"В Киеве арестован депутат Верховной Рады Михаил Чечетов",http://lenta.ru/news/2015/02/21/chechetov/,"
    Печерский районный суд Киева на два месяца арестовал бывшего депутата Верховной Рады и первого замглавы фракции Партии регионов Михаила Чечетова. Он будет находиться под стражей до 14 апреля. При этом суд оставил ему возможность выйти под залог в 5 миллионов гривен, однако Чечетов заявил, что у него таких денег нет.
  ","Sat, 21 Feb 2015 04:20:00 +0300"
"В Великобритании нашли неизвестный ранее рассказ о Шерлоке Холмсе ",http://lenta.ru/news/2015/02/21/elementarno/,"
    В Великобритании была найдена рукопись ранее неизвестного рассказа о Шерлоке Холмсе. По словам нашедшего рукопись 80-летнего историка Уолтера Эллиота, рассказ был написан Конан Дойлем для продажи на благотворительном мероприятии в честь восстановления моста в городе Селкирк.
  ","Sat, 21 Feb 2015 03:57:00 +0300"
"Актера из «Американской истории ужасов» сбил внедорожник",http://lenta.ru/news/2015/02/21/ben_woolf/,"
    Актера из сериала «Американская история ужасов» Бена Вулфа сбил внедорожник. Инцидент произошел в ночь на 19 февраля в Голливуде. Актер, рост которого составляет 131 сантиметр, пересекал одну из улиц, когда проезжавший мимо внедорожник задел его голову боковым зеркалом.
  ","Sat, 21 Feb 2015 03:14:42 +0300"
"В НАТО посоветовали подготовиться к «масштабной атаке России» на Европу",http://lenta.ru/news/2015/02/21/nato/,"
    Замкомандующего объединенными силами НАТО в Европе генерал Эдриан Брэдшоу заявил, что силы альянса должны принять меры на случай «масштабной и стремительной атаки России» на одну из восточноевропейских стран-членов организации. По словам генерала, речь идет о так называемом эскалационном доминировании, к которому прибегала Москва еще в СССР.
  ","Sat, 21 Feb 2015 02:28:00 +0300"
"Силуанов назвал решение о снижении рейтинга России «запредельно негативным»",http://lenta.ru/news/2015/02/21/siluanov/,"
    Министр финансов России Антон Силуанов назвал «запредельно негативным и политически мотивированным» решение Moody's понизить рейтинг России до спекулятивного уровня. По его словам, оценка агентства основана «на крайне пессимистичном прогнозе, который не имеет аналогов сегодня».
  ","Sat, 21 Feb 2015 01:47:00 +0300"
"Moody's понизило рейтинг России до «мусорного» уровня",http://lenta.ru/news/2015/02/21/moodys/,"
    Рейтинговое агентство Moody's понизило суверенный кредитный рейтинг России с Baa3 до Ba1. Прогноз — «негативный». В качестве основных причин снижения рейтинга до спекулятивного уровня называются продолжающийся кризис на Украине, отток капитала из страны, падение цен на нефть и снижение обменного курса рубля.
  ","Sat, 21 Feb 2015 00:53:00 +0300"
"В ОБСЕ заявили о 70 нарушениях перемирия на Украине за сутки",http://lenta.ru/news/2015/02/21/osce/,"
    Число нарушений режима прекращения огня в Донбассе возросло до 70 за сутки. 45 зафиксированных нарушений за период с 08:00 18 февраля до 08:00 19 февраля, приходится на Донецкий аэропорт. В то же время представители ДНР и ЛНР заявили наблюдателям ОБСЕ, что начали отвод тяжелых вооружений от линии соприкосновения
  ","Sat, 21 Feb 2015 00:48:00 +0300"
"В горящем поезде во Франции оказались заблокированными 600 человек",http://lenta.ru/news/2015/02/20/train/,"
    В поезде, который направлялся из столицы Франции Парижа в Гренобль, произошел пожар. В результате около 600 человек оказались заблокированными внутри состава. Огонь возник в моторном вагоне. По словам очевидца, в поезде наблюдается сильное задымление. По предварительным данным, пострадавших нет.
  ","Sat, 21 Feb 2015 00:19:00 +0300"
"Еврогруппа продлила кредитную помощь Греции на четыре месяца",http://lenta.ru/news/2015/02/20/fourmore/,"
    Финансовая помощь Греции была продлена на четыре месяца в результате переговоров на заседании Еврогруппы. Афины представят в понедельник первый список реформ, которые она готова провести в рамках программы финансовой помощи. По словам источника, в греческом правительстве приветствуют новое соглашение. 
  ","Fri, 20 Feb 2015 23:58:00 +0300"
"Порошенко освистали на Майдане",http://lenta.ru/news/2015/02/20/poroshenko1/,"
    Жители Украины встретили президента страны Петра Порошенко, прибывшего на майдан Незалежности, свистом и выкриками «Позор!». В ходе своего выступления в церемонии поминовения погибших участников Евромайдана, глава государства пообещал, что «Украина будет жить в мире и двигаться в выбранном европейском направлении».
  ","Fri, 20 Feb 2015 23:18:00 +0300"
